iter	Logloss
221	0.1465751703
222	0.1463055688
223	0.1461646762
224	0.1459216182
225	0.1456647367
226	0.1454078483
227	0.1451830572
228	0.1440918059
229	0.1438831388
230	0.1432177588
231	0.1430852106
232	0.1428923725
233	0.1423927325
234	0.1417854102
235	0.1414858116
236	0.1412401355
237	0.1409126224
238	0.140500011
239	0.1402845397
240	0.1400647387
241	0.1395932141
242	0.1392656083
243	0.1390757729
244	0.1387274967
245	0.1384106214
246	0.1382448848
247	0.1377095049
248	0.1374982844
249	0.1372608717
250	0.1369257825
251	0.1367700136
252	0.1365827631
253	0.1364344037
254	0.1358856159
255	0.1356133964
256	0.1353123477
257	0.1351208302
258	0.1346724614
259	0.1344186222
260	0.1342498955
261	0.1340768547
262	0.1337966693
263	0.1335619481
264	0.133275516
265	0.1331221366
266	0.1329483746
267	0.1326622353
268	0.1322382792
269	0.1320110934
270	0.131809808
271	0.1316187437
272	0.1313972292
273	0.131206589
274	0.1307136642
275	0.1305003225
276	0.1303543473
277	0.1302041389
278	0.1299097489
279	0.1297166946
280	0.129179338
281	0.1290380531
282	0.1288255005
283	0.1278669615
284	0.1276995575
285	0.1274935779
286	0.1272974778
287	0.1271412477
288	0.1269825571
289	0.1267853147
290	0.1266396953
291	0.1264420712
292	0.1259765233
293	0.1253491844
294	0.1250721385
295	0.1247396485
296	0.1245544832
297	0.1243004393
298	0.1241058111
299	0.1239692763
300	0.1237851704
301	0.1236027851
302	0.1234178106
303	0.1232214935
304	0.1229901564
305	0.1227476213
306	0.1225997936
307	0.1222854393
308	0.122092784
309	0.1213593859
310	0.1211366382
311	0.1209220862
312	0.1204292239
313	0.1203361964
314	0.1201749098
315	0.1198362685
316	0.1195714763
317	0.1193872549
318	0.1191384487
319	0.1190403599
320	0.1188326709
321	0.1186329266
322	0.1183622804
323	0.1180631569
324	0.1179515705
325	0.1178126568
326	0.1176919808
327	0.1175163608
328	0.1172585163
329	0.1171111938
330	0.1169648981
331	0.1167878139
332	0.1166025716
333	0.1164106685
334	0.1162408742
335	0.116059514
336	0.1158246786
337	0.1156601338
338	0.1154433335
339	0.1151788821
340	0.1150582461
341	0.1148484317
342	0.1146854027
343	0.1145535627
344	0.1144249713
345	0.1142090983
346	0.1140260351
347	0.1137971318
348	0.113641936
349	0.1134466755
350	0.1132284043
351	0.1130784843
352	0.1128854236
353	0.1127231978
354	0.1125798852
355	0.1124365948
356	0.1122301875
357	0.1119641088
358	0.111768751
359	0.1116195446
360	0.1114166794
361	0.1112431728
362	0.1110665371
363	0.1107949044
364	0.1105249674
365	0.1103046222
366	0.1101244501
367	0.1100030987
368	0.1099203044
369	0.1097514981
370	0.1095249003
371	0.1093427626
372	0.1091230713
373	0.1089537726
374	0.1087796833
375	0.1086712853
376	0.1085492364
377	0.108389398
378	0.1080394212
379	0.1078808254
380	0.1077566515
381	0.1075988057
382	0.1074425781
383	0.1073223686
384	0.1070301394
385	0.106606414
386	0.1064388126
387	0.1063005263
388	0.1061261982
389	0.1059950626
390	0.1056152781
391	0.1054656371
392	0.1053449958
393	0.1052047231
394	0.105058331
395	0.1049556048
396	0.1046646577
397	0.1045649705
398	0.1044018564
399	0.104226796
400	0.1040924715
401	0.1038731783
402	0.1037375508
403	0.1036077686
404	0.1034375168
405	0.1032536115
406	0.1030486596
407	0.1026936292
408	0.1025887738
409	0.1023138912
410	0.1021285418
411	0.1019819469
412	0.1017841958
413	0.1016694601
414	0.1015325833
415	0.1013589265
416	0.101261231
417	0.1011454406
418	0.1010291708
419	0.1008549099
420	0.100734134
421	0.1006051958
422	0.1005060971
423	0.1002242409
424	0.1000009641
425	0.09989427997
426	0.09973745081
427	0.09968128334
428	0.0994297109
429	0.09932760827
430	0.09917810946
431	0.09909027473
432	0.09899662076
433	0.09883337101
434	0.09867553471
435	0.09858248264
436	0.09841051738
437	0.09827021338
438	0.09822330466
439	0.09811687986
440	0.09794546431
441	0.09775269441
442	0.0976144887
443	0.09753327883
444	0.09741969452
445	0.09733653173
446	0.09725485954
447	0.09709784638
448	0.09690819691
449	0.09671586919
450	0.09657229371
451	0.09649271722
452	0.09624369904
453	0.09607685234
454	0.0960185171
455	0.09591953889
456	0.09580487874
457	0.09569868304
458	0.09554497567
459	0.09539677375
460	0.09531061646
461	0.09513245327
462	0.09499284841
463	0.09489844782
464	0.09475929107
465	0.09463898067
466	0.09448675638
467	0.09431457185
468	0.09419392365
469	0.09401513089
470	0.09385613346
471	0.0937496381
472	0.09367284855
473	0.09351153188
474	0.09339887382
475	0.09329427573
476	0.09320409832
477	0.09305508584
478	0.09296736465
479	0.09287345134
480	0.09274051291
481	0.09263150991
482	0.09259336117
483	0.09241159054
484	0.09225903533
485	0.09213752731
486	0.09206457876
487	0.09194000418
488	0.0918719185
489	0.09171197218
490	0.09160998106
491	0.09152849385
492	0.09139721757
493	0.09127772848
494	0.09118318515
495	0.09107421881
496	0.09098930518
497	0.09086282341
498	0.09075964731
499	0.09066307651
500	0.09060993172
501	0.09050289574
502	0.09038093584
503	0.09028291003
504	0.09017446293
505	0.09006581238
506	0.08997268796
507	0.08989071188
508	0.08980769556
509	0.08965268863
510	0.08961787442
511	0.08955093989
512	0.08944903928
513	0.08932336698
514	0.08921968055
515	0.0891195307
516	0.08903985083
517	0.08890964602
518	0.08882970072
519	0.0887508923
520	0.08867348354
521	0.08858711023
522	0.08851340671
523	0.08838093931
524	0.08822201281
525	0.08812964557
526	0.08805383736
527	0.08796798735
528	0.08787747287
529	0.08775835186
530	0.08768261003
531	0.08760530422
532	0.08749016994
533	0.08746589941
534	0.08737001703
535	0.08722947292
536	0.08717433096
537	0.08706879431
538	0.08701853382
539	0.08688333237
540	0.08671161836
541	0.08659001503
542	0.08645357928
543	0.08633624648
544	0.08624103604
545	0.08614680753
546	0.08602708317
547	0.08594421039
548	0.08583244609
549	0.08572566205
550	0.08555430537
551	0.08544536712
552	0.08534485146
553	0.08525638962
554	0.08516744205
555	0.08509581092
556	0.08500845731
557	0.08492975223
558	0.08484925142
559	0.0847658049
560	0.08462554604
561	0.08448608203
562	0.08435305858
563	0.08426265359
564	0.08416391162
565	0.08409322886
566	0.08400561903
567	0.08390624621
568	0.08380764752
569	0.08362677497
570	0.08340029436
571	0.08335178729
572	0.08326691598
573	0.08317288084
574	0.0831090762
575	0.08303724395
576	0.08300778862
577	0.082928761
578	0.08282990053
579	0.0827687666
580	0.08272781398
581	0.08258117208
582	0.08255218274
583	0.0824686719
584	0.08242083933
585	0.08231313726
586	0.0821483924
587	0.08203391328
588	0.08191495483
589	0.08184264655
590	0.08177039866
591	0.0816816374
592	0.0816407666
593	0.08154076897
594	0.08148112823
595	0.08136291022
596	0.08131749267
597	0.08117833738
598	0.08111284029
599	0.08106129734
600	0.08097315771
601	0.08087763458
602	0.08077940396
603	0.08069145267
604	0.08059956363
605	0.08049167149
606	0.08040301888
607	0.08037821771
608	0.08035201539
609	0.08028178069
610	0.08024985738
611	0.08020249956
612	0.0801688999
613	0.080071519
614	0.07999545873
615	0.07993587604
616	0.07983848097
617	0.0796953455
618	0.07955445713
619	0.07944416455
620	0.0794249083
621	0.07935879248
622	0.07927818754
623	0.07916008072
624	0.07910383987
625	0.07899631728
626	0.07895540508
627	0.07887983119
628	0.0787941863
629	0.07877032298
630	0.0787094599
631	0.07862151941
632	0.07853323867
633	0.07844064627
634	0.07838314439
635	0.07829911214
636	0.07822131259
637	0.07815854866
638	0.07810625687
639	0.07804567996
640	0.07802035191
641	0.07794916683
642	0.07788054402
643	0.07780893957
644	0.07772102206
645	0.07763629009
646	0.07753147527
647	0.07746527014
648	0.07735463184
649	0.07727433483
650	0.07724243243
651	0.07719535451
652	0.07710095686
653	0.07700064742
654	0.07687255001
655	0.07673768698
656	0.0766111565
657	0.07656695431
658	0.07649517769
659	0.07642695126
660	0.07636658967
661	0.07628598612
662	0.07623536735
663	0.07618145784
664	0.07607207033
665	0.07600114776
666	0.0758729371
667	0.07583629166
668	0.07575868572
669	0.07563658897
670	0.07553900631
671	0.07544201469
672	0.07537946462
673	0.07531225188
674	0.0751650281
675	0.07507122139
676	0.07501458787
677	0.07489425218
678	0.07483746752
679	0.07475356353
680	0.07465187714
681	0.07458261543
682	0.07452393113
683	0.07443331165
684	0.07434395688
685	0.07431167787
686	0.07422057517
687	0.07412043103
688	0.07401461189
689	0.07397854876
690	0.07388519772
691	0.0738304842
692	0.07378947084
693	0.07371348672
694	0.07368579296
695	0.07359523046
696	0.07352532864
697	0.07346988859
698	0.07339218472
699	0.07335773391
700	0.07330035721
701	0.07320859555
702	0.07317096385
703	0.07309534647
704	0.07297916192
705	0.07288945645
706	0.0728139846
707	0.07270923846
708	0.07267145245
709	0.0726009465
710	0.0724953384
711	0.07243055776
712	0.07239493132
713	0.07236609335
714	0.07226417602
715	0.0721717057
716	0.07204862816
717	0.07200437497
718	0.07189516844
719	0.07186024429
720	0.07180646794
721	0.07173019321
722	0.07158678505
723	0.0715097558
724	0.07147093841
725	0.071419575
726	0.07135936662
727	0.07132282207
728	0.07120155874
729	0.07113641956
730	0.07110489444
731	0.07108050421
732	0.07099529545
733	0.07094516704
734	0.07082732188
735	0.07074497948
736	0.07063070847
737	0.07056926053
738	0.07046328609
739	0.07037801231
740	0.07031809154
741	0.07025622641
742	0.07017786234
743	0.07009826132
744	0.07003368822
745	0.06997256024
746	0.06989989212
747	0.06983808509
748	0.06979730677
749	0.06973213082
750	0.06966838472
751	0.06962828182
752	0.0695810698
753	0.0695007192
754	0.06942411246
755	0.06934896462
756	0.06927702495
757	0.06919989788
758	0.06908760657
759	0.06905788687
760	0.06898464084
761	0.06892464433
762	0.06889922412
763	0.06888594256
764	0.06884064994
765	0.06882785981
766	0.0687351031
767	0.06862849394
768	0.06859790658
769	0.06854924569
770	0.06849699719
771	0.06843710666
772	0.06839096662
773	0.0683169003
774	0.06821781092
775	0.06813628258
776	0.0680388891
777	0.06799836092
778	0.06791446448
779	0.06785795039
780	0.06774357817
781	0.06767821901
782	0.06763851646
783	0.06757556851
784	0.06751399639
785	0.0674344118
786	0.06736684794
787	0.06728599981
788	0.06721908871
789	0.06716463048
790	0.06711430349
791	0.0670435356
792	0.06698392182
793	0.06689722972
794	0.06682811812
795	0.06670572922
796	0.06661008993
797	0.06653668528
798	0.06650904325
799	0.06645611684
800	0.06643468359
801	0.06637714539
802	0.06628627472
803	0.06624297299
804	0.06618320248
805	0.06612347111
806	0.06604687817
807	0.06598244185
808	0.0659213906
809	0.06587294268
810	0.0658086904
811	0.0657822134
812	0.06572122037
813	0.06564171431
814	0.06559094679
815	0.06554763335
816	0.0654886511
817	0.06544949385
818	0.06543072361
819	0.06541011565
820	0.06538058245
821	0.06531992928
822	0.06525504591
823	0.06523301541
824	0.06516075849
825	0.06507400271
826	0.06503390255
827	0.06495498106
828	0.06490827661
829	0.06484947042
830	0.06479133381
831	0.06474614483
832	0.06467959921
833	0.06464335162
834	0.06455731906
835	0.06450172456
836	0.06447639914
837	0.06440555786
838	0.06431470346
839	0.06425623822
840	0.06420333569
841	0.06415638868
842	0.06412261882
843	0.06407294401
844	0.06402255598
845	0.06398733757
846	0.06395877107
847	0.0638911118
848	0.063835291
849	0.06375016479
850	0.06370427535
851	0.06366416129
852	0.06356552021
853	0.06348188784
854	0.06341457047
855	0.06336164762
856	0.06327841244
857	0.06317704643
858	0.06316272289
859	0.06315421272
860	0.06308334844
861	0.063039
862	0.06299837777
863	0.0629384103
864	0.06284557384
865	0.06279211622
866	0.06274838972
867	0.06266993446
868	0.06257587513
869	0.06250871344
870	0.06243076992
871	0.06233220923
872	0.06229811576
873	0.06222893947
874	0.06221428479
875	0.06213231396
876	0.06207748768
877	0.06204870661
878	0.06201959898
879	0.06201066178
880	0.06195476413
881	0.06190316886
882	0.06184559253
883	0.06181471352
884	0.06175588452
885	0.06171003844
886	0.06166506474
887	0.06158745495
888	0.06148791118
889	0.06141213762
890	0.0613177723
891	0.06129682244
892	0.06128045164
893	0.06122719872
894	0.0611917906
895	0.06113973035
896	0.06109357773
897	0.06099739189
898	0.06095639847
899	0.06088832539
900	0.06082062447
901	0.06072594145
902	0.06063852782
903	0.06060768983
904	0.06057924888
905	0.06054184087
906	0.06049846874
907	0.06042534356
908	0.06034694825
909	0.06033351748
910	0.0603018359
911	0.06023057591
912	0.06018329409
913	0.06013273381
914	0.06009615166
915	0.06005482704
916	0.05998828375
917	0.05994339312
918	0.05987881195
919	0.05982438122
920	0.0597558885
921	0.05973057213
922	0.05965118841
923	0.05963498602
924	0.05958105354
925	0.05955317921
926	0.05952888504
927	0.05947635095
928	0.05939067446
929	0.05932878725
930	0.05928835158
931	0.05924014931
932	0.05918191873
933	0.05908227621
934	0.05904224851
935	0.05898945267
936	0.05890809482
937	0.05887562905
938	0.05881661296
939	0.05878105634
940	0.05874409837
941	0.05871204168
942	0.05867378516
943	0.05860400198
944	0.05852825923
945	0.05851482413
946	0.05844124672
947	0.05837138517
948	0.05831002377
949	0.05818437531
950	0.05812205725
951	0.05807080054
952	0.05802539317
953	0.05796721738
954	0.05791412742
955	0.05785995198
956	0.05779992559
957	0.05773967914
958	0.05772234702
959	0.05766920746
960	0.05761666478
961	0.05757242163
962	0.05748994138
963	0.05746140327
964	0.05739866951
965	0.05738509605
966	0.05732801939
967	0.05728510519
968	0.05715380346
969	0.05708825444
970	0.05703125355
971	0.05698863377
972	0.05696296915
973	0.05693612973
974	0.05688213852
975	0.05679094274
976	0.05675194635
977	0.0567020507
978	0.05663908862
979	0.05659242088
980	0.05657482739
981	0.05653732595
982	0.05643971033
983	0.05635676206
984	0.05627287108
985	0.05621526886
986	0.05617041243
987	0.0561316365
988	0.05606545504
989	0.05602845394
990	0.0559626255
991	0.05591208352
992	0.05586468923
993	0.05582127728
994	0.0557921247
995	0.05572170483
996	0.05566448188
997	0.0556109481
998	0.05555445138
999	0.05550631935
